Smiles,Dielec
*Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F,2.6
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*,3.87
*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)*,3.94
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,3.095
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)*,4.476666667
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)*,4.57
*Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,5.133333334
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,4.06
*Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,4.3
*Oc1ccc(cc1)C(=O)OCCOCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,5.8
*C1OC(C(C(C1OC(=O)C)OC(=O)C)O*)COC(=O)C,2.82
*Oc1cc(c(cc1)C=Nc1c(cc(cc1)c1cc(c(cc1)N=Cc1c(cc(cc1)OCCCCCCCCCC*)O)OC)OC)O,5.3
*c1nc2c(c(c1)c1ccccc1)cc(cc2)Oc1cc2c(nc(cc2c2ccccc2)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,2.5
*OC(OC(C(*)(F)F)(F)F)(F)F,2.95
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)*,4.27
*Oc1cc(ccc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)*,4.36
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)*,3.42
*Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,3.53
*Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*,4.13
*Oc1ccc(cc1)NC(=O)c1c(ccc(c1)C(c1cc(c(cc1)C(=O)O)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O,2.595
*Oc1ccc(cc1)c1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F,2.4
*c1oc2cc3c(cc2n1)nc(o3)c1c(cc(cc1)*)O,2.73
*Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,6
*Oc1ccc(cc1)NC(=C(C#N)C#N)c1cc2c(cc1)cc(cc2)C(=C(C#N)C#N)Nc1ccc(cc1)*,4.69
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,4.21
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=C(C#N)C#N)c1cc(ccc1)C(=C(C#N)C#N)Nc1ccc(cc1)*,4.08
*Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1c(c4c(cc1)cccc4)c1c4c(ccc1*)cccc4)cccc3)cccc2,2.5
*c1oc(nn1)c1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)*,4.9
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*,3.93
*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)*,4.65
*OC(C*)COC(C)C,5.08
*OC(C*)COC(C)(C)C,4.38
*Oc1ccc(cc1)CCc1ccc(cc1)OCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCC*,5.8
*c1oc(nn1)c1ccc(cc1)Oc1c2c(ccc1)c(ccc2)NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)Nc1c2c(ccc1)c(ccc2)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,3.923333333
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1nc(ncn1)*)(C)C,4.044444444
*SCC(=O)NCCCCCCNC(=O)C*,2.7
*c1sc(cc1CCCCCCCCCCCC)*,3.98
*c1sc(cc1CCCCCCCC)*,3.485
*c1sc(cc1CCCC)*,3.16
*c1sc(cc1c1ccc(cc1)OCCCCCCCC)*,3.7
*SC(=O)c1c(cccc1)C(=O)SCc1ccc(cc1)Cc1ccc(cc1)C*,2
*SC(=O)c1ccc(cc1)C(=O)SCc1ccc(cc1)Cc1ccc(cc1)C*,2
*SC(=O)CCC(=O)SCc1c(c(c(c(c1C)C)C*)C)C,4.8
*SC(=O)c1cc(ccc1)C(=O)SCc1c(c(c(c(c1C)C)C*)C)C,2.4
*Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F,3.966666667
*Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C(F)(F)F)C(F)(F)F,4.783333333
*Oc1ccc(cc1)C(=O)Nc1c(ccc(c1)C(c1cc(c(cc1)C)NC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F)C,4.003333333
*Oc1ccc(cc1)C(=O)Nc1c(ccc(c1)C(c1cc(c(cc1)C)NC(=O)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C(F)(F)F)C(F)(F)F)C,4.28
*Sc1ccc(cc1)c1ccc(cc1)SC(=O)CCCCCCCCC(=O)*,2.08
*Oc1ccc(cc1)OC(=O)c1c(cc(c(c1)OCCCCCCOCCCCC)C(=O)*)OCCCCCCOCCCCC,3.46
*OC(=O)C(C(=O)OCCC[Sn](CCC*)(C)C)CCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],4.55875
*OC(=O)C(C(=O)OCCC[Sn](CCC*)(C)C)CCCCCCCCOc1ccc(cc1)c1ccc(cc1)OCc1ccc(cc1)C#N,4.33
*N1C(CN(C(C1)C)C(=O)CCCCCCCCC(=O)*)C,2.2
*N1CC(CCCC1)NC(=O)CCCCCCCCC(=O)*,2.2
*NC(C(=O)*)CCC(=O)OCc1ccc(cc1)[N+](=O)[O-],4.45
*NC(C(=O)*)CCC(=O)OCc1ccc(cc1)C,2.2
*N1C(CN(C(C1)C)C(=O)C1C(CCCC1)C(=O)*)C,2.1765
*c1cc2n3C(=O)c4cc5-c6n(C(=O)c5cc4-c3nc2cc1)c1ccc(cc1n6)*,4.05
*c1cc2-c3n(c4ccc(cc4n3)c3cc4n5c(-c6ccc(cc6C5=O)C(=O)*)nc4cc3)C(=O)c2cc1,3.2
*Nc1cc(ccc1)NC(=O)Cc1c(cc(c(c1)C)CC(=O)*)C,2.35
*Nc1ccc(cc1)c1ccc(cc1)NC(=O)Cc1c(cc(c(c1)C)CC(=O)*)C,3.27
*Nc1ccc(cc1)NC(=O)Cc1c(cc(c(c1)CC(=O)*)C)C,3.04
*Nc1cc(ccc1)NC(=O)Cc1c(cc(c(c1)CC(=O)*)C)C,3.13
*Nc1ccc(cc1)c1ccc(cc1)NC(=O)Cc1c(cc(c(c1)CC(=O)*)C)C,3.04
*NC(C(=O)*)CCC(=O)OCc1ccc(cc1)F,3.4
*NC(C(=O)*)CCC(=O)OCc1ccc(cc1)C(F)(F)F,4.25
*N=Nc1ccc(cc1)C(=O)NCCCCNC(=O)c1ccc(cc1)*,2.7
*N=Nc1ccc(cc1)NC(=O)CCC(=O)Nc1ccc(cc1)*,4.785
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)/C=C/C(=O)*,5.35
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)*,4.8
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)*,4.5
*Nc1ccc(cc1)NC(=O)c1c(cc(c(c1)C(=O)*)C(=O)OCC)C(=O)OCC,3.184
*Nc1cc(ccc1)Cc1cc(ccc1)NC(=O)c1c(cc(cc1)C(=O)c1cc(c(cc1)C(=O)*)C(=O)O)C(=O)O,4.2
*Nc1c(ccc(c1)C(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F)Oc1ccccc1,4.196666667
*OC(=O)NCCCCCCNC(=O)OCCN(CC*)c1cc(c(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,3.6
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCN(CC*)c1cc(c(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,3.56
*NC(=O)NCCCCCCCNC(=O)NCCCCCCCCC*,2.87
*S(=O)NC(=S)N*,2.1
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)*,4.78
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C(c1ccc(cc1)*)C=CC,3.1
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C=CC)cc1,2.99
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,3.08
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,2.933333333
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)S(=O)(=O)c1cc(ccc1)*,2.933333333
*c1c(nc2c(n1)cc(cc2)Oc1ccc(cc1)NC(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc3c(nc(c(n3)c3ccc(cc3)*)c3ccccc3)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccccc1,3.52
*c1c(nc2c(n1)cc(cc2)Oc1ccc(cc1)NC(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc3c(nc(c(n3)c3ccc(cc3)Oc3ccc(cc3)*)c3ccccc3)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccccc1,3.58
*c1c(nc2c(n1)cc(cc2)Oc1ccc(cc1)NC(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc3c(nc(c(n3)c3ccc(cc3)Oc3ccc(cc3)*)c3ccc(cc3)[N+](=O)[O-])cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(cc1)[N+](=O)[O-],3.68
*c1c(nc2c(n1)cc(cc2)Oc1ccc(cc1)NC(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc3c(nc(c(n3)c3ccc(cc3)c3ccc(cc3)*)c3ccccc3)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccccc1,3.6
*N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1ccc(cc1)c1c(nc2c(n1)cc(cc2)Oc1ccc(cc1)NC(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc3c(nc(c(n3)c3ccc(cc3)*)c3ccccc3)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccccc1,3.72
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,2.633333333
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,4
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,3.02
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,3.08
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,2.715
*n1c(=O)c2c(c3c(c(c2c1=O)C(F)(F)F)c(=O)n(c3=O)c1cc(c(cc1)c1c(cc(cc1)*)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.6
*n1c(=O)c2c(c3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)c1c(cc(cc1)*)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.8
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)c1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,2.9
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)cc1,3.07
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2CC)Cc2cc(c(c(c2)CC)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)CC)CC)cc1,3.05
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(c2ccccc2)C(F)(F)F)cc1,2.9
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C(C)C)Cc2cc(c(c(c2)C(C)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(C)C)C(C)C)cc1,2.97
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,2.82
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)c1c(cc(cc1)*)OC(F)(F)F)OC(F)(F)F,2.6
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,2.75
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)F)cc1,2.85
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,2.72
*c1cc2c(C(=O)N(C2=O)c2c(c(c(c(c2F)F)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)F)F)cc1,2.68
*c1cc2c(C(=O)N(C2=O)c2c(c(c(c(c2F)F)c2c(c(c(c(c2F)F)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)F)F)F)F)cc1,2.55
*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,2.59
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)C(c2cc(c(cc2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C)cc1,2.66
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,2.582
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,2.88
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C)C)cc1,2.8
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,3.1
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)*)(C)C)cc1,3.14
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2cc(ccc2)NC(=O)*)cc1,4.25
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)(C)C,3.43
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1c(cc(cc1C)Cc1cc(c(c(c1)C)Oc1ccc(cc1)*)C)C,3.04
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)Cc2cc(c(c(c2)C)Oc2ccc(cc2)*)C)C)cc1,3.15
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)Cc2cc(c(c(c2)C)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1,3.28
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)Cc2cc(c(c(c2)C)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)cc1,2.97
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C)*)C)c2c3c(ccc2)cccc3)C)cc1,2.78
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)c2c3c(ccc2)cccc3)C)cc1,2.84
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)c2c3c(ccc2)cccc3)C)cc1,2.71
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)Oc1ccc(cc1)*)C)c1c2c(ccc1)cccc2)C,2.86
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)C(c2cc(c(c(c2)C)Oc2ccc(cc2)*)C)c2c3c(ccc2)cccc3)C)cc1,2.9
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)C(c2cc(c(c(c2)C)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)c2c3c(ccc2)cccc3)C)cc1,2.82
*N1C(=O)N(C(=O)C1(C)C)c1ccc(cc1)Cc1ccc(cc1)N1C(=O)N(C(C1=O)(C)C)c1ccc(cc1)Cc1ccc(cc1)*,3.3
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,3
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,3
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,2.8
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2ccc(cc2)C(F)(F)F)cc1,3.1
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2ccc(cc2)C(F)(F)F)cc1,3.1
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)c2ccc(cc2)C(F)(F)F)cc1,2.9
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2ccccc2)cc1,3.2
*N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)CC(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)C*)cc1)(C(F)(F)F)C(F)(F)F,3.52
*N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)CC(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)C*)cc1)(C(F)(F)F)C(F)(F)F,3.64
*N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)CC(=O)Nc2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)NC(=O)C*)cc1)(C(F)(F)F)C(F)(F)F,3.61
